avgDelay,avgThroughput,avgJitter
12.547615,0.164943,1.373255
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.150347,0.002583,0.001435
0.147571,0.002583,0.001116
0.000000,0.000000,0.000000
0.145650,0.002583,0.001276
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.159423,0.002583,0.001116
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.162386,0.002583,0.002073
0.000000,0.000000,0.000000
0.158395,0.002583,0.001116
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.101112,0.008118,0.007178
0.154316,0.002583,0.001116
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.149571,0.002583,0.001116
0.157555,0.002583,0.001116
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.149583,0.002583,0.001435
0.157604,0.002583,0.001116
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.151177,0.002583,0.001116
0.159286,0.002583,0.002073
0.000000,0.000000,0.000000
0.159088,0.002583,0.003986
0.151468,0.002583,0.001116
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.315668,0.006642,0.003971
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
