1400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062488	1.433974	0.139982	0.056952	1.402341	0.148497	0.062480	1.465526	0.117842	0.061424	1.405176	0.124158	0.053968	1.482622	0.122105	0.057696	1.462089	0.142908	0.062376	1.438082	0.154008	0.054680	1.420157	0.124207	0.063336	1.419645	0.151133	0.061240	1.461397	0.163301	0.053672	1.490757	0.216682	0.065544	1.419435	0.110516	0.061520	1.431852	0.127189	0.064416	1.424697	0.138076	0.060456	1.430416	0.145244	0.059456	1.471615	0.150626	0.056664	1.408357	0.087433	0.063864	1.473845	0.217387	0.051744	1.381295	0.137658	0.059760	1.463747	0.131487	0.064312	1.413569	0.141736	0.057840	1.491045	0.127199	0.062152	1.475178	0.125469	0.071080	1.413367	0.122421	0.064736	1.588189	0.405392	0.058464	1.465795	0.117200	0.062208	1.452698	0.142398	0.062680	1.490562	0.159322	0.065864	1.761768	0.488635	0.064064	1.428549	0.147914	1.367742	0.0570980.150879
2400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058904	1.420618	0.138514	0.058352	1.492495	0.185604	0.059128	1.414788	0.112634	0.064544	1.450776	0.121186	0.069040	1.445345	0.126372	0.065976	1.475736	0.133948	0.059248	1.454575	0.126527	0.072152	1.450540	0.148910	0.059848	1.530582	0.307372	0.059304	1.445702	0.136600	0.058432	1.438395	0.108736	0.062432	1.398099	0.120473	0.058456	1.437773	0.089847	0.047680	1.426155	0.114819	0.065984	1.363282	0.115534	0.057992	1.450067	0.130042	0.063952	1.423521	0.117923	0.051240	1.406569	0.080667	0.051104	1.455700	0.127118	0.056992	1.391772	0.130332	0.058896	1.390975	0.134528	0.073696	1.441292	0.166495	0.058336	1.410129	0.129116	0.056424	1.440623	0.106741	0.060704	1.513854	0.313114	0.062880	1.424504	0.128748	0.059192	1.399252	0.109103	0.058680	1.449562	0.134670	0.064248	1.626892	0.426713	0.060448	1.410587	0.137339	1.352505	0.0566960.139366
3400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051944	1.448196	0.103501	0.051016	1.466289	0.129324	0.057736	1.393603	0.129210	0.054888	1.429849	0.153054	0.067016	1.431061	0.121829	0.054784	1.392657	0.101830	0.050896	1.415300	0.132511	0.053232	1.400838	0.116882	0.059024	1.415825	0.108849	0.056472	1.461423	0.150229	0.064904	1.413739	0.161540	0.059664	1.410653	0.116482	0.058816	1.395748	0.113397	0.051416	1.423858	0.139015	0.058120	1.406255	0.136514	0.064144	1.420472	0.147276	0.056264	1.468726	0.133225	0.067528	1.560982	0.210370	0.064032	1.402195	0.117287	0.064592	1.377980	0.126525	0.055032	1.433291	0.152042	0.055712	1.464552	0.126475	0.059800	1.445753	0.125612	0.070416	1.426638	0.121479	0.050536	1.386590	0.134371	0.067576	1.422965	0.123432	0.054184	1.368670	0.128884	0.058256	1.441666	0.118949	0.056344	1.693204	0.528310	0.059680	1.416843	0.123787	1.344869	0.0548130.135381
4400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060896	1.427208	0.126300	0.058896	1.457547	0.099565	0.065472	1.434744	0.121654	0.061688	1.414237	0.129881	0.055688	1.445012	0.138983	0.051560	1.408676	0.093534	0.062648	1.409100	0.118918	0.057168	1.420490	0.129623	0.055584	1.439464	0.143072	0.059664	1.418275	0.116118	0.066632	1.474269	0.102835	0.053144	1.427905	0.141583	0.057168	1.461178	0.131117	0.054296	1.443014	0.147411	0.054136	1.459340	0.144767	0.050064	1.436191	0.141269	0.055960	1.413871	0.100398	0.053504	1.445881	0.137829	0.068720	1.471025	0.138333	0.055992	1.420541	0.124591	0.060592	1.438025	0.130141	0.054952	1.449653	0.121383	0.061512	1.430649	0.109378	0.060328	1.441855	0.114043	0.054304	1.518869	0.321777	0.058184	1.443148	0.125535	0.053432	1.430708	0.119795	0.061584	1.430288	0.151407	0.056088	1.806885	0.817194	0.068328	1.451854	0.135517	1.361559	0.0546310.146061
5400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056200	1.386722	0.127943	0.060592	1.403135	0.140615	0.064744	1.418595	0.145481	0.058336	1.425655	0.144578	0.067552	1.435459	0.143798	0.055744	1.452926	0.115781	0.054912	1.417394	0.122793	0.063032	1.415225	0.160064	0.061360	1.536001	0.231930	0.057368	1.466860	0.144021	0.054736	1.399685	0.103793	0.059872	1.434880	0.143349	0.067528	1.403220	0.119402	0.066008	1.408845	0.136623	0.057024	1.413174	0.144100	0.058008	1.446504	0.144679	0.052488	1.456193	0.126147	0.059072	1.434753	0.129494	0.053968	1.438169	0.121998	0.056928	1.389941	0.113875	0.061304	1.430434	0.150349	0.068776	1.434019	0.100004	0.052944	1.438346	0.115101	0.051328	1.400372	0.121098	0.054712	1.571562	0.396115	0.054648	1.440403	0.118301	0.054568	1.406115	0.115663	0.057704	1.495846	0.145490	0.054840	1.539436	0.310837	0.054552	1.383351	0.102269	1.347601	0.0547140.138615
6400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062544	1.457560	0.148592	0.065240	1.398214	0.136636	0.068768	1.448521	0.136473	0.055304	1.449339	0.087000	0.059608	1.383841	0.087536	0.051952	1.445853	0.128810	0.061456	1.434589	0.144854	0.059320	1.480158	0.153610	0.060888	1.580986	0.276312	0.052928	1.490550	0.133721	0.048552	1.472798	0.102666	0.062976	1.419487	0.144901	0.055528	1.450225	0.138481	0.068104	1.403999	0.121712	0.051320	1.425355	0.124028	0.055128	1.414396	0.123346	0.054728	1.410638	0.127564	0.064360	1.405916	0.142245	0.060928	1.438211	0.148744	0.055440	1.476469	0.108360	0.064264	1.416599	0.115641	0.067616	1.405968	0.119977	0.053496	1.438578	0.135931	0.056064	1.443692	0.102406	0.052640	1.520405	0.189278	0.057848	1.446069	0.114959	0.060464	1.393139	0.159078	0.053968	1.438412	0.114949	0.059032	1.583387	0.328612	0.056104	1.458861	0.103321	1.357257	0.0548930.131242
7400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058016	1.440468	0.087367	0.058960	1.423407	0.151617	0.058272	1.426884	0.129491	0.053856	1.423196	0.120443	0.062816	1.445836	0.141214	0.058344	1.427799	0.129628	0.063480	1.432784	0.131611	0.062688	1.456577	0.155894	0.053472	1.521237	0.176641	0.056352	1.428709	0.127207	0.054800	1.420637	0.129624	0.054680	1.452264	0.163635	0.060464	1.406467	0.120163	0.052640	1.410498	0.139225	0.063200	1.394931	0.124171	0.054872	1.416646	0.101277	0.060304	1.394215	0.133669	0.065424	1.409053	0.137435	0.052896	1.427313	0.135504	0.054080	1.423297	0.102509	0.058048	1.404254	0.126669	0.055976	1.425622	0.117100	0.056648	1.402957	0.134130	0.060904	1.416167	0.125780	0.054568	1.483151	0.143601	0.062072	1.411277	0.143192	0.052752	1.392605	0.144333	0.059176	1.420837	0.151031	0.057800	1.650354	0.439349	0.060496	1.416030	0.116555	1.343921	0.0543140.133752
8400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058152	1.476046	0.132632	0.052592	1.423793	0.142069	0.056560	1.368141	0.107803	0.057760	1.412811	0.158123	0.053816	1.394071	0.124185	0.060056	1.383241	0.135243	0.065032	1.378478	0.108272	0.050744	1.432583	0.112708	0.057368	1.470875	0.238846	0.058832	1.451973	0.131456	0.065752	1.418755	0.146574	0.056320	1.432364	0.116845	0.059104	1.387309	0.128225	0.053784	1.393957	0.148269	0.056216	1.398929	0.128257	0.062712	1.447097	0.155773	0.067840	1.445382	0.110831	0.057920	1.460656	0.149150	0.053584	1.389114	0.129817	0.075744	1.416114	0.150059	0.050168	1.398128	0.113969	0.062376	1.435922	0.097161	0.058096	1.423678	0.130196	0.060960	1.416428	0.161071	0.063224	1.556226	0.374729	0.054424	1.479786	0.099155	0.056512	1.417897	0.101707	0.057680	1.416890	0.113637	0.046856	1.519882	0.299167	0.062456	1.407438	0.132966	1.339186	0.0547700.136841
9400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063352	1.394275	0.153338	0.050952	1.416029	0.139946	0.057728	1.423543	0.126120	0.058688	1.433214	0.143810	0.057936	1.423531	0.094079	0.058296	1.439490	0.116684	0.051864	1.442367	0.129461	0.047616	1.405110	0.108143	0.055408	1.602112	0.351094	0.054376	1.434799	0.148194	0.060792	1.420665	0.125089	0.047640	1.421950	0.111774	0.066128	1.439377	0.125130	0.056768	1.437229	0.130738	0.055424	1.396679	0.143649	0.064424	1.430601	0.142532	0.056912	1.447355	0.143457	0.054576	1.422263	0.123726	0.055776	1.397249	0.095699	0.052184	1.476228	0.094523	0.054296	1.420419	0.124553	0.053736	1.393882	0.143482	0.058272	1.424131	0.121135	0.056216	1.439038	0.121586	0.055256	1.533706	0.326935	0.062336	1.413912	0.111333	0.062920	1.448076	0.150627	0.058480	1.438262	0.090692	0.063656	1.968025	0.683162	0.063104	1.471945	0.135873	1.364233	0.0535970.148643
10400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059808	1.408453	0.117107	0.063272	1.428289	0.119331	0.067504	1.467877	0.114751	0.058864	1.434105	0.094678	0.063336	1.428433	0.124492	0.058088	1.449824	0.153321	0.062504	1.417628	0.142587	0.068768	1.385830	0.129218	0.054544	1.439551	0.150737	0.069144	1.453633	0.127038	0.063976	1.452654	0.115242	0.054160	1.445338	0.116602	0.051960	1.425145	0.105226	0.065424	1.420185	0.136743	0.057104	1.452656	0.121525	0.056688	1.417783	0.130240	0.055560	1.446144	0.125422	0.060720	1.435558	0.221273	0.065952	1.457757	0.146207	0.059184	1.457341	0.127078	0.054088	1.413671	0.112176	0.059472	1.400366	0.166503	0.065000	1.407575	0.157955	0.064040	1.371540	0.124802	0.059216	1.396922	0.140747	0.058128	1.473964	0.128512	0.056648	1.429393	0.121569	0.053560	1.403835	0.148574	0.061640	1.725616	0.620812	0.044568	1.417712	0.104103	1.348899	0.0560290.138893
