1400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.210560	37.413633	1.207630	5.586688	15.780366	0.674846	3.335936	25.417122	0.898774	5.586688	15.851794	0.674846	5.586688	15.887508	0.674846	0.000000	0.000000	0.000000	5.586688	15.682281	0.668165	4.396000	21.442649	1.021755	5.586688	15.610853	0.668165	5.586688	15.575139	0.668165	5.586688	15.539425	0.668165	4.601984	18.588458	0.680677	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.586688	15.854589	0.707991	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.501728	24.265758	1.281205	4.285472	20.161962	1.106975	2.768224	30.342542	1.520677	4.642176	18.793409	1.065515	4.642176	18.829123	1.065515	0.000000	0.000000	0.000000	3.783072	23.331641	1.084234	4.642176	18.588093	1.060606	4.285472	19.991934	1.101993	4.642176	18.516665	1.060606	4.632128	18.718490	1.097459	4.551744	21.138312	0.848509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.285472	20.099076	1.101993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.727360	15.450372	0.523246	7.611360	12.036889	0.270226	7.611360	12.072603	0.270226	7.611360	12.254781	0.335950	7.606336	12.143777	0.270405	0.000000	0.000000	0.000000	7.611360	11.938446	0.262706	7.023552	13.455275	0.577049	6.269952	14.128329	0.430288	7.611360	11.831304	0.262706	7.611360	11.795590	0.262706	7.611360	11.780691	0.273597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.611360	11.974160	0.262706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.365296	3.2363620.436248
2400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.074912	41.042490	1.305085	5.340512	16.783137	0.740156	3.190240	27.185035	0.976153	5.340512	16.854565	0.740156	5.340512	16.890279	0.740156	0.000000	0.000000	0.000000	5.340512	16.684898	0.734713	4.431168	21.996861	1.148283	5.340512	16.613470	0.734713	5.340512	16.577756	0.734713	5.340512	16.542042	0.734713	4.401024	19.777021	0.853881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.330464	16.820981	0.805036	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.471584	24.971353	1.311867	4.250304	20.690759	1.180007	2.748128	31.241482	1.677070	4.596960	19.292501	1.127322	4.596960	19.328215	1.127322	0.000000	0.000000	0.000000	3.828288	23.494635	1.091957	4.601984	19.086117	1.123908	4.250304	20.520886	1.174350	4.601984	19.014689	1.123908	4.586912	19.226074	1.156783	4.536672	21.567485	0.814309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.250304	20.628028	1.174350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.787648	15.521251	0.529514	7.661600	12.103392	0.277728	7.661600	12.139106	0.277728	7.661600	12.347911	0.357635	7.661600	12.210862	0.277775	0.000000	0.000000	0.000000	7.661600	12.005079	0.269508	7.073792	13.463329	0.545099	6.315168	14.208959	0.431185	7.661600	11.897937	0.269508	7.661600	11.862223	0.269508	7.661600	11.831802	0.273302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.661600	12.040793	0.269508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.728908	3.2010290.465228
3400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.366304	35.671956	1.095541	6.048896	14.915967	0.558258	3.682592	23.817887	0.767199	6.048896	14.987395	0.558258	6.048896	15.023109	0.558258	0.000000	0.000000	0.000000	6.048896	14.817605	0.551495	4.471360	21.268937	1.041372	6.048896	14.746177	0.551495	6.048896	14.710463	0.551495	6.048896	14.674749	0.551495	4.983808	17.512657	0.616935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.053920	14.997329	0.614197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.441440	25.165951	1.334307	4.260352	20.589467	1.164084	2.758176	31.170449	1.588603	4.622080	19.209545	1.095109	4.622080	19.245259	1.095109	0.000000	0.000000	0.000000	3.888576	23.441774	1.157346	4.617056	19.005251	1.090860	4.260352	20.420078	1.158608	4.617056	18.933823	1.090860	4.612032	19.025729	1.111967	4.546720	21.576831	0.949407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.260352	20.527220	1.158608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.737408	15.651723	0.513135	7.661600	12.108287	0.270328	7.661600	12.144001	0.270328	7.661600	12.316881	0.333466	7.661600	12.215429	0.270351	0.000000	0.000000	0.000000	7.661600	12.009997	0.262951	7.068768	13.530979	0.571479	6.310144	14.218458	0.432325	7.661600	11.902855	0.262951	7.661600	11.867141	0.262951	7.661600	11.843464	0.269696	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.661600	12.045711	0.262951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.283779	3.3192990.426127
4400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.959360	43.320143	1.535897	5.064192	17.610980	0.921273	3.024448	28.573833	1.291291	5.064192	17.682408	0.921273	5.064192	17.718122	0.921273	0.000000	0.000000	0.000000	5.064192	17.512695	0.915675	4.385952	22.222725	1.186098	5.064192	17.441267	0.915675	5.064192	17.405553	0.915675	5.064192	17.369839	0.915675	4.174944	20.792366	0.806859	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.064192	17.670894	0.957908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.491680	24.786893	1.287770	4.310592	20.430083	1.111971	2.788320	30.706238	1.548327	4.667296	19.037794	1.060280	4.667296	19.073508	1.060280	0.000000	0.000000	0.000000	3.853408	22.998348	1.008102	4.667296	18.832582	1.054360	4.310592	20.260504	1.107226	4.667296	18.761154	1.054360	4.652224	18.940556	1.090713	4.576864	21.481876	1.043829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.310592	20.367646	1.107226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.717312	15.713165	0.530756	7.631456	12.145045	0.275675	7.631456	12.180759	0.275675	7.631456	12.406659	0.369769	7.631456	12.251857	0.275698	0.000000	0.000000	0.000000	7.631456	12.046837	0.267610	7.048672	13.551376	0.551573	6.290048	14.264991	0.428115	7.631456	11.939695	0.267610	7.631456	11.903981	0.267610	7.631456	11.873252	0.269585	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.631456	12.082551	0.267610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.874724	3.1600140.488300
5400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.894048	44.166783	1.531830	4.873280	18.160379	0.946171	2.994304	28.928076	1.262824	4.873280	18.231807	0.946171	4.873280	18.267521	0.946171	0.000000	0.000000	0.000000	4.873280	18.061853	0.940206	4.350784	22.482749	1.221090	4.873280	17.990425	0.940206	4.873280	17.954711	0.940206	4.873280	17.918997	0.940206	4.014176	21.449274	0.843554	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.873280	18.225733	0.977172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.496704	24.803609	1.235632	4.255328	20.635162	1.170729	2.753152	31.039386	1.640381	4.607008	19.223925	1.109908	4.607008	19.259639	1.109908	0.000000	0.000000	0.000000	3.893600	24.113636	1.224055	4.607008	19.018209	1.103053	4.255328	20.465110	1.165880	4.607008	18.946781	1.103053	4.591936	19.056156	1.119490	4.551744	21.498293	0.858876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.255328	20.572252	1.165880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.797696	15.529311	0.521231	7.706816	12.051919	0.270372	7.706816	12.087633	0.270372	7.706816	12.239407	0.332627	7.706816	12.160039	0.270674	0.000000	0.000000	0.000000	7.706816	11.953648	0.263364	7.108960	13.437629	0.557143	6.350336	14.146844	0.422468	7.706816	11.846506	0.263364	7.706816	11.810792	0.263364	7.706816	11.785927	0.267135	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.706816	11.989362	0.263364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.008352	3.1367060.498494
6400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.929216	44.149290	1.473958	4.988832	17.852370	0.872069	3.200288	27.639298	1.037957	4.988832	17.923798	0.872069	4.988832	17.959512	0.872069	0.000000	0.000000	0.000000	4.988832	17.754327	0.866566	4.345760	22.404661	1.148059	4.988832	17.682899	0.866566	4.988832	17.647185	0.866566	4.988832	17.611471	0.866566	4.109632	21.085852	0.883863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.983808	17.952351	0.899698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.431392	25.232552	1.390190	4.245280	20.700546	1.187109	2.748128	31.317024	1.640441	4.596960	19.294961	1.130250	4.596960	19.330675	1.130250	0.000000	0.000000	0.000000	3.757952	24.089874	1.221543	4.601984	19.088846	1.124454	4.245280	20.531232	1.181657	4.601984	19.017418	1.124454	4.591936	19.135790	1.130353	4.526624	21.665161	0.906453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.245280	20.638374	1.181657	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.737408	15.647344	0.539405	7.696768	12.055353	0.269605	7.696768	12.091067	0.269605	7.691744	12.248591	0.329686	7.696768	12.161843	0.269302	0.000000	0.000000	0.000000	7.696768	11.957373	0.261749	7.098912	13.422386	0.543474	6.340288	14.148617	0.421949	7.696768	11.850231	0.261749	7.696768	11.814517	0.261749	7.696768	11.783419	0.264873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.696768	11.993087	0.261749	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.965234	3.1495540.489012
7400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.929216	43.826373	1.486979	4.958688	17.955945	0.921262	2.964160	29.078870	1.261743	4.958688	18.027373	0.921262	4.953664	18.066672	0.921726	0.000000	0.000000	0.000000	4.958688	17.857596	0.914894	4.350784	22.423445	1.164467	4.958688	17.786168	0.914894	4.958688	17.750454	0.914894	4.958688	17.714740	0.914894	4.084512	21.204022	0.928659	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.953664	18.017738	0.943495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.562016	24.329747	1.248237	4.385952	20.037527	1.000736	2.838560	30.219718	1.457649	4.752704	18.695511	1.027182	4.752704	18.731225	1.027182	0.000000	0.000000	0.000000	3.968960	23.191316	1.166320	4.752704	18.489759	1.017970	4.385952	19.867916	0.994273	4.752704	18.418331	1.017970	4.742656	18.569505	1.050696	4.662272	21.009902	0.911445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.385952	19.975058	0.994273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.742432	15.655896	0.524059	7.676672	12.074683	0.272368	7.676672	12.110397	0.272368	7.681696	12.279244	0.337405	7.681696	12.181725	0.272213	0.000000	0.000000	0.000000	7.676672	11.976633	0.264725	7.078816	13.469408	0.558400	6.325216	14.170944	0.415409	7.676672	11.869491	0.264725	7.676672	11.833777	0.264725	7.676672	11.808301	0.269026	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.676672	12.012347	0.264725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.863734	3.1668500.477102
8400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.190464	38.610809	1.277195	5.496256	16.239034	0.721076	3.280672	26.209928	0.881372	5.496256	16.310462	0.721076	5.501280	16.344516	0.720874	0.000000	0.000000	0.000000	5.496256	16.141130	0.715265	4.436192	21.793249	1.068597	5.496256	16.069702	0.715265	5.496256	16.033988	0.715265	5.496256	15.998274	0.715265	4.531648	19.117658	0.849778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.496256	16.383067	0.759206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.697664	23.577675	1.116848	4.566816	19.350036	0.902326	2.954112	29.088942	1.273809	4.948640	18.028640	0.901088	4.948640	18.064354	0.901088	0.000000	0.000000	0.000000	4.139776	21.744111	1.012049	4.943616	17.822921	0.896850	4.566816	19.180659	0.897140	4.943616	17.751493	0.896850	4.938592	17.842623	0.940779	4.818016	20.458479	0.920452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.566816	19.287801	0.897140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.707264	15.735686	0.541373	7.631456	12.155766	0.281412	7.631456	12.191480	0.281412	7.631456	12.401345	0.365254	7.631456	12.262908	0.281412	0.000000	0.000000	0.000000	7.631456	12.057699	0.274194	7.048672	13.597604	0.575705	6.290048	14.272579	0.422923	7.631456	11.950557	0.274194	7.631456	11.914843	0.274194	7.631456	11.884114	0.277344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.631456	12.093413	0.274194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.327337	3.2815780.418693
9400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.944288	43.473105	1.542636	5.003904	17.808581	0.923910	2.989280	28.878147	1.274550	5.003904	17.880009	0.923910	4.998880	17.915107	0.922290	0.000000	0.000000	0.000000	5.003904	17.710439	0.917671	4.355808	22.338544	1.148871	5.003904	17.639011	0.917671	5.003904	17.603297	0.917671	5.003904	17.567583	0.917671	4.119680	21.009842	0.917683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.993856	17.932815	0.978083	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.642400	23.835218	1.218621	4.421120	19.967975	0.975162	2.863680	30.064532	1.298622	4.787872	18.608765	0.965860	4.787872	18.644479	0.965860	0.000000	0.000000	0.000000	3.979008	23.153523	1.160984	4.787872	18.402950	0.960126	4.421120	19.797887	0.969318	4.787872	18.331522	0.960126	4.772800	18.499509	0.993233	4.682368	20.865937	0.763181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.421120	19.905029	0.969318	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.641952	15.878682	0.531167	7.520928	12.301065	0.293468	7.520928	12.336779	0.293468	7.520928	12.525179	0.358980	7.515904	12.408127	0.293664	0.000000	0.000000	0.000000	7.520928	12.202702	0.285905	6.953216	13.815469	0.611891	6.194592	14.454157	0.449311	7.520928	12.095560	0.285905	7.520928	12.059846	0.285905	7.520928	12.034463	0.290438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.520928	12.238416	0.285905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.855480	3.1516950.471623
10400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.195488	38.899686	1.332952	5.677120	15.883056	0.690740	3.391200	25.681425	0.903069	5.677120	15.954484	0.690740	5.682144	15.992442	0.690129	0.000000	0.000000	0.000000	5.677120	15.784953	0.683628	4.466336	21.533308	1.081833	5.677120	15.713525	0.683628	5.677120	15.677811	0.683628	5.677120	15.642097	0.683628	4.682368	18.696642	0.769313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.677120	16.002399	0.761125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.546944	24.347062	1.216714	4.330688	20.286025	1.118537	2.798368	30.587621	1.548987	4.687392	18.913233	1.066031	4.687392	18.948947	1.066031	0.000000	0.000000	0.000000	3.953888	23.045449	1.038301	4.692416	18.707217	1.061028	4.330688	20.116156	1.113109	4.692416	18.635789	1.061028	4.662272	18.828600	1.077278	4.601984	21.224879	0.777331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.330688	20.223298	1.113109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.782624	15.547837	0.498262	7.656576	12.125493	0.277114	7.656576	12.161207	0.277114	7.656576	12.332607	0.340950	7.656576	12.232635	0.277137	0.000000	0.000000	0.000000	7.656576	12.027162	0.269685	7.048672	13.519557	0.549282	6.310144	14.230002	0.427946	7.656576	11.920020	0.269685	7.656576	11.884306	0.269685	7.656576	11.878237	0.284027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.656576	12.062876	0.269685	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.446689	3.2708710.441352
