1400	0.000000	0.000000	0.000000	4.622080	18.527949	1.056522	2.426592	34.183627	1.456965	4.622080	18.599377	1.056522	2.758176	30.222103	1.563752	4.622080	18.670805	1.056522	4.622080	18.706519	1.056522	4.622080	18.742233	1.056522	4.622080	18.777947	1.056522	8.018304	13.157953	0.587809	9.284352	8.733885	0.487284	4.350784	21.408640	1.211852	5.224960	16.560987	0.841346	4.823040	17.872542	0.813542	3.119904	26.906588	1.070853	5.224960	16.668129	0.841346	5.224960	16.703843	0.841346	3.853408	22.154290	1.002608	4.807968	19.888098	0.956859	9.269280	6.462404	0.437360	9.208992	6.560053	0.415010	7.802272	11.479540	0.240824	7.802272	11.515254	0.240824	7.802272	11.550968	0.240824	7.802272	11.586682	0.240824	7.802272	11.793057	0.325269	7.802272	11.658110	0.240824	7.204416	12.556910	0.233612	7.802272	11.729538	0.240824	10.027904	2.619302	0.315953	10.027904	2.214814	0.083632	15.103618	6.0388480.686144
2400	0.000000	0.000000	0.000000	4.561792	19.097638	1.139317	2.356256	35.888378	1.769723	4.561792	19.169066	1.139317	2.728032	31.320926	1.523941	4.561792	19.240494	1.139317	4.561792	19.276208	1.139317	4.561792	19.311922	1.139317	4.561792	19.347636	1.139317	8.013280	13.339471	0.583497	9.193920	9.416486	0.509719	3.677568	24.383760	1.479361	4.627104	18.858607	1.106949	4.270400	20.358149	1.175882	2.763200	30.774024	1.660000	4.627104	18.965749	1.106949	4.627104	19.001463	1.106949	3.416320	25.309240	1.387500	4.486432	21.862513	0.993641	8.736736	9.904563	0.536310	8.616160	10.171257	0.532695	7.937920	11.465098	0.232911	7.937920	11.500812	0.232911	7.937920	11.536526	0.232911	7.937920	11.572240	0.232911	7.932896	11.760293	0.308129	7.937920	11.643668	0.232911	7.324992	12.537631	0.232853	7.937920	11.715096	0.232911	10.022880	2.506942	0.292732	10.048000	2.174585	0.071946	16.239047	5.8860210.793940
3400	0.000000	0.000000	0.000000	4.561792	19.077264	1.133260	2.361280	35.835864	1.736170	4.561792	19.148692	1.133260	2.743104	31.171361	1.588174	4.561792	19.220120	1.133260	4.561792	19.255834	1.133260	4.561792	19.291548	1.133260	4.561792	19.327262	1.133260	8.038400	13.302540	0.595893	9.198944	9.376445	0.508251	3.416320	25.072162	1.381618	4.632128	18.841631	1.112256	4.280448	20.341447	1.174296	2.768224	30.785829	1.656080	4.632128	18.948773	1.112256	4.632128	18.984487	1.112256	3.416320	25.289387	1.381618	4.491456	21.846041	0.983781	8.766880	9.900487	0.531867	8.636256	10.159394	0.532099	7.817344	11.618085	0.251607	7.817344	11.653799	0.251607	7.817344	11.689513	0.251607	7.817344	11.725227	0.251607	7.822368	11.913719	0.326085	7.817344	11.796655	0.251607	7.219488	12.705822	0.237648	7.817344	11.868083	0.251607	10.053024	2.626911	0.335457	10.048000	2.206067	0.085232	16.289692	5.8526360.796782
4400	0.000000	0.000000	0.000000	4.566816	19.044914	1.133663	2.356256	35.780702	1.714286	4.566816	19.116342	1.133663	2.723008	31.145728	1.618081	4.566816	19.187770	1.133663	4.566816	19.223484	1.133663	4.566816	19.259198	1.133663	4.566816	19.294912	1.133663	8.028352	13.319712	0.581083	9.208992	9.368973	0.506683	3.411296	25.105889	1.384389	4.622080	18.867467	1.111957	4.265376	20.374775	1.169022	2.763200	30.828569	1.660909	4.622080	18.974609	1.111957	4.622080	19.010323	1.111957	3.677568	24.515736	1.380903	4.461312	21.928100	0.972168	8.701568	9.944251	0.535343	8.601088	10.176159	0.533878	7.757056	11.695067	0.250000	7.757056	11.730781	0.250000	7.757056	11.766495	0.250000	7.757056	11.802209	0.250000	7.752032	12.036508	0.353393	7.757056	11.873637	0.250000	7.159200	12.786062	0.245614	7.757056	11.945065	0.250000	10.042976	2.657471	0.348889	10.048000	2.217085	0.092196	16.289613	5.8390230.797893
5400	0.000000	0.000000	0.000000	4.581888	19.003664	1.137061	2.371328	35.723031	1.510593	4.581888	19.075092	1.137061	2.738080	31.162973	1.523853	4.581888	19.146520	1.137061	4.581888	19.182234	1.137061	4.581888	19.217948	1.137061	4.581888	19.253662	1.137061	8.048448	13.279369	0.592429	9.239136	9.351549	0.504972	3.411296	25.119144	1.396171	4.622080	18.866924	1.110870	4.265376	20.377131	1.181390	2.758176	30.880573	1.667577	4.622080	18.974066	1.110870	4.622080	19.009780	1.110870	3.838336	23.761552	1.379534	4.491456	21.889265	1.004314	8.736736	9.917358	0.539144	8.601088	10.183690	0.533628	7.817344	11.620656	0.249679	7.817344	11.656370	0.249679	7.817344	11.692084	0.249679	7.817344	11.727798	0.249679	7.822368	11.958447	0.336682	7.817344	11.799226	0.249679	7.219488	12.700255	0.235908	7.817344	11.870654	0.249679	10.073120	2.581667	0.321286	10.048000	2.199924	0.085607	16.231697	5.8685180.789230
6400	0.000000	0.000000	0.000000	4.566816	19.029513	1.124862	2.361280	35.761396	1.675532	4.566816	19.100941	1.124862	2.738080	31.135319	1.598820	4.566816	19.172369	1.124862	4.566816	19.208083	1.124862	4.566816	19.243797	1.124862	4.566816	19.279511	1.124862	8.063520	13.249550	0.585892	9.214016	9.361095	0.505569	3.501728	24.837444	1.403463	4.627104	18.845035	1.106406	4.270400	20.352267	1.174706	2.763200	30.755842	1.664545	4.627104	18.952177	1.106406	4.627104	18.987891	1.106406	3.476608	25.088797	1.384393	4.461312	21.963855	1.061695	8.751808	9.894628	0.534525	8.626208	10.166973	0.532698	7.822368	11.609128	0.253372	7.822368	11.644842	0.253372	7.822368	11.680556	0.253372	7.822368	11.716270	0.253372	7.817344	11.916032	0.335567	7.822368	11.787698	0.253372	7.219488	12.689469	0.227209	7.822368	11.859126	0.253372	10.017856	2.626683	0.339196	10.048000	2.198317	0.085018	16.261761	5.8563630.796692
7400	0.000000	0.000000	0.000000	4.767776	18.316843	0.954689	2.506976	34.016187	1.371887	4.767776	18.388271	0.954689	2.848608	30.000476	1.344419	4.767776	18.459699	0.954689	4.767776	18.495413	0.954689	4.767776	18.531127	0.954689	4.767776	18.566841	0.954689	8.008256	13.382730	0.605395	9.555648	7.866763	0.465337	3.421344	25.071574	1.382526	4.637152	18.843111	1.112134	4.280448	20.344381	1.173709	2.773248	30.811178	1.654891	4.637152	18.950253	1.112134	4.637152	18.985967	1.112134	3.421344	25.289529	1.383994	4.491456	21.844962	0.978747	8.761856	9.900188	0.534649	8.636256	10.158127	0.531746	7.857536	11.568806	0.252558	7.857536	11.604520	0.252558	7.857536	11.640234	0.252558	7.857536	11.675948	0.252558	7.857536	11.876486	0.316907	7.857536	11.747376	0.252558	7.254656	12.646445	0.234765	7.857536	11.818804	0.252558	10.078144	2.575480	0.310426	10.048000	2.201620	0.080732	15.986430	5.9228100.740323
8400	0.000000	0.000000	0.000000	4.561792	19.064048	1.135463	2.356256	35.802024	1.745203	4.561792	19.135476	1.135463	2.728032	31.141368	1.670350	4.561792	19.206904	1.135463	4.561792	19.242618	1.135463	4.561792	19.278332	1.135463	4.561792	19.314046	1.135463	8.043424	13.323784	0.593959	9.198944	9.370320	0.508173	3.697664	23.231210	1.139266	5.013952	17.473173	0.927856	4.632128	18.862161	0.893709	3.119904	27.847927	1.415574	5.013952	17.580315	0.927856	5.013952	17.616029	0.927856	3.702688	23.414205	1.101085	4.747680	20.720366	0.960846	9.208992	7.725746	0.464383	9.143680	8.231726	0.451413	7.822368	11.611697	0.250161	7.822368	11.647411	0.250161	7.822368	11.683125	0.250161	7.822368	11.718839	0.250161	7.802272	11.956703	0.348450	7.822368	11.790267	0.250161	7.224512	12.694125	0.237483	7.822368	11.861695	0.250161	10.048000	2.570960	0.315571	10.048000	2.213102	0.084625	15.720313	5.9693220.742819
9400	0.000000	0.000000	0.000000	4.581888	18.945550	1.126096	2.371328	35.621336	1.606992	4.581888	19.016978	1.126096	2.738080	31.007927	1.682569	4.581888	19.088406	1.126096	4.581888	19.124120	1.126096	4.581888	19.159834	1.126096	4.581888	19.195548	1.126096	8.068544	13.243653	0.585083	9.254208	9.321145	0.501842	3.411296	25.102944	1.386598	4.627104	18.872179	1.121064	4.270400	20.371090	1.177647	2.763200	30.819478	1.667273	4.627104	18.979321	1.121064	4.627104	19.015035	1.121064	3.411296	25.335637	1.390280	4.496480	21.889620	1.028332	8.736736	9.908897	0.536556	8.601088	10.181688	0.533920	7.782176	11.658193	0.260813	7.782176	11.693907	0.260813	7.782176	11.729621	0.260813	7.782176	11.765335	0.260813	7.802272	11.976457	0.330535	7.782176	11.836763	0.260813	7.179296	12.748202	0.250175	7.782176	11.908191	0.260813	10.017856	2.660445	0.346002	10.048000	2.213031	0.088946	16.270662	5.8463150.799916
10400	0.000000	0.000000	0.000000	4.591936	18.969567	1.123632	2.371328	35.657353	1.564619	4.591936	19.040995	1.123632	2.743104	31.060620	1.669414	4.591936	19.112423	1.123632	4.591936	19.148137	1.123632	4.591936	19.183851	1.123632	4.591936	19.219565	1.123632	8.068544	13.247389	0.589641	9.254208	9.331401	0.501764	3.416320	25.082456	1.383088	4.627104	18.849921	1.101520	4.270400	20.351679	1.175294	2.763200	30.792205	1.656364	4.627104	18.957063	1.101520	4.627104	18.992777	1.101520	3.416320	25.293064	1.383088	4.486432	21.856914	0.983442	8.741760	9.893161	0.538957	8.626208	10.163915	0.532365	7.817344	11.625476	0.252571	7.817344	11.661190	0.252571	7.817344	11.696904	0.252571	7.817344	11.732618	0.252571	7.817344	11.934853	0.330472	7.817344	11.804046	0.252571	7.219488	12.706170	0.239040	7.817344	11.875474	0.252571	10.078144	2.631900	0.337149	10.048000	2.205210	0.085036	16.260590	5.8599290.791339
