1400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.129888	2.277829	0.074675	0.129888	2.259351	0.074675	0.118080	2.146250	0.110715	0.129888	2.231374	0.074675	0.106272	2.560274	0.166667	0.129888	2.341197	0.074675	0.129888	2.094381	0.074675	0.129888	2.275948	0.074675	0.129888	1.995607	0.074675	0.070848	2.381702	0.119048	0.129888	2.102243	0.074675	0.118080	2.148143	0.078572	0.129888	2.060820	0.074675	0.106272	2.396379	0.138889	0.129888	2.108991	0.074675	0.070848	2.150142	0.041667	0.070848	2.118337	0.047619	0.082656	4.802857	0.045919	0.082656	5.021315	0.040817	0.082656	5.116352	0.066327	2.390431	0.1003680.072863
2400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.662949	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	7.244105	0.000000	0.082656	4.876475	0.035715	0.070848	5.069534	0.029762	0.082656	4.717356	0.040817	0.082656	4.975929	0.035715	0.070848	5.094751	0.035715	0.082656	5.179321	0.107143	0.082656	4.860822	0.035715	0.082656	4.865130	0.056123	1.662786	0.0259010.013304
3400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070848	5.034242	0.029762	0.000000	0.000000	0.000000	0.082656	5.009351	0.066327	0.082656	5.011116	0.035715	0.070848	5.411430	0.130953	0.082656	5.053443	0.035715	0.082656	4.771252	0.035715	0.082656	4.977758	0.035715	0.082656	4.982558	0.035715	0.082656	5.026654	0.112245	0.082656	4.840205	0.045919	0.082656	4.916599	0.045919	0.082656	4.650913	0.035715	0.082656	5.184862	0.107143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.842985	0.035715	0.000000	0.000000	0.000000	0.082656	4.669089	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.737491	0.045919	2.472498	0.0405900.027184
4400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.959093	0.045919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.892753	0.045919	0.000000	0.000000	0.000000	0.082656	4.894499	0.066327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.775285	0.035715	0.000000	0.000000	0.000000	0.082656	5.164717	0.107143	0.082656	4.778865	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.920788	0.0154980.010523
5400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.695161	0.045919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	5.278388	0.127551	0.082656	4.671212	0.045919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	5.117287	0.107143	0.082656	4.722727	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.772594	0.035715	0.082656	4.746297	0.045919	0.000000	0.000000	0.000000	0.082656	4.831733	0.035715	0.000000	0.000000	0.000000	0.082656	4.829045	0.056123	0.082656	4.808818	0.045919	0.082656	5.051562	0.035715	0.082656	4.797099	0.035715	0.000000	0.000000	0.000000	0.082656	6.232125	0.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.742255	0.066327	0.082656	5.071423	0.045919	2.323991	0.0387450.037309
6400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.687115	0.051021	0.082656	4.745447	0.045919	0.082656	4.838166	0.066327	0.082656	4.857860	0.035715	0.082656	5.432011	0.137755	0.000000	0.000000	0.000000	0.082656	4.892423	0.035715	0.082656	5.014397	0.035715	0.082656	5.035311	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.784484	0.045919	0.082656	4.662847	0.035715	0.082656	5.234964	0.107143	0.082656	4.916374	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.976421	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.822530	0.045919	0.000000	0.000000	0.000000	0.070848	5.299243	0.083333	0.082656	4.708450	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.465876	0.0409590.027158
7400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.985487	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	5.171597	0.117347	0.082656	4.986533	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.909120	0.035715	0.082656	4.933790	0.045919	0.000000	0.000000	0.000000	0.082656	4.644005	0.035715	0.082656	4.849008	0.066327	0.000000	0.000000	0.000000	0.082656	5.052726	0.045919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.235383	0.0206640.013074
8400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.747528	0.040817	0.082656	4.766777	0.045919	0.082656	4.945128	0.066327	0.082656	4.750120	0.035715	0.082656	5.142969	0.137755	0.082656	4.903591	0.040817	0.082656	4.978406	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	5.067340	0.045919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070848	5.127301	0.047619	0.000000	0.000000	0.000000	0.082656	4.777470	0.035715	0.082656	4.659239	0.035715	0.082656	4.954611	0.035715	0.082656	6.182932	0.428571	0.082656	5.043265	0.107143	0.082656	4.842960	0.045919	0.070848	5.127428	0.059524	0.082656	4.940396	0.045919	2.654921	0.0431730.040338
9400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070848	5.112120	0.041667	0.082656	4.838882	0.035715	0.082656	4.977238	0.107143	0.082656	4.995087	0.035715	0.000000	0.000000	0.000000	0.082656	5.566899	0.428571	0.082656	5.192260	0.112245	0.070848	5.036105	0.029762	0.082656	5.011566	0.035715	0.082656	5.060282	0.045919	0.082656	4.963426	0.045919	0.082656	4.874100	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070848	5.061982	0.029762	0.000000	0.000000	0.000000	0.082656	4.876919	0.040817	0.082656	4.886082	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.201655	0.0350550.033137
10400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.913585	0.035715	0.082656	4.683818	0.035715	0.082656	5.206854	0.076531	0.082656	4.676138	0.035715	0.082656	5.110155	0.137755	0.082656	4.664494	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070848	5.308444	0.107143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.778875	0.066327	0.082656	4.813531	0.056123	0.000000	0.000000	0.000000	0.082656	4.926544	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	6.233107	0.428571	0.082656	5.021248	0.107143	0.070848	5.088177	0.029762	0.082656	4.805747	0.056123	0.070848	5.120323	0.035715	2.354720	0.0376380.039993
11400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	5.023046	0.040817	0.070848	5.053721	0.029762	0.082656	4.650731	0.035715	0.000000	0.000000	0.000000	0.082656	4.800768	0.035715	0.082656	5.016800	0.045919	0.082656	5.054792	0.035715	0.082656	5.031289	0.107143	0.070848	5.048801	0.029762	0.082656	4.869120	0.035715	0.082656	4.767791	0.045919	0.070848	5.032760	0.029762	0.000000	0.000000	0.000000	0.070848	5.169832	0.059524	0.070848	5.120979	0.059524	0.082656	4.842973	0.035715	0.082656	4.706460	0.040817	0.082656	4.855674	0.045919	0.070848	5.032717	0.029762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.627445	0.0416970.023225
12400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.746419	0.035715	0.082656	4.895488	0.035715	0.082656	4.879824	0.066327	0.082656	4.821580	0.035715	0.082656	5.010152	0.127551	0.000000	0.000000	0.000000	0.082656	4.903055	0.035715	0.082656	4.774187	0.040817	0.082656	4.746517	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.885421	0.045919	0.082656	7.115844	0.000000	0.082656	5.185745	0.107143	0.082656	4.935416	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.129888	2.368094	0.074675	0.070848	5.056778	0.029762	0.118080	2.243963	0.110715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	7.679478	0.071429	0.082656	5.270920	0.107143	0.070848	5.075575	0.029762	0.082656	5.123798	0.056123	0.082656	5.011172	0.045919	3.085295	0.0535050.035237
13400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	5.039333	0.035715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	5.313430	0.117347	0.082656	4.655210	0.040817	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082656	4.889059	0.035715	0.082656	5.165390	0.188776	0.000000	0.000000	0.000000	0.070848	5.033566	0.035715	0.000000	0.000000	0.000000	0.082656	4.985669	0.056123	0.070848	5.030893	0.029762	0.082656	4.836304	0.035715	0.082656	4.846382	0.040817	0.000000	0.000000	0.000000	0.082656	7.314587	0.071429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118080	2.217220	0.092857	0.070848	5.123517	0.035715	2.014080	0.0335790.025516
