1400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052280	1.462305	0.150756	0.065160	1.427915	0.139046	0.061104	1.500796	0.139958	0.056304	1.486173	0.155238	0.071912	1.471987	0.125535	0.053536	1.474908	0.121958	0.074136	1.430599	0.156281	0.067664	1.399495	0.122032	0.052072	1.465707	0.131710	0.053080	1.422703	0.131786	0.060312	1.435187	0.114488	0.069424	1.451624	0.125699	0.063544	1.396007	0.134227	0.065072	1.457935	0.158233	0.050696	1.452408	0.110434	0.066496	1.508117	0.149091	0.061880	1.586506	0.426620	0.057840	1.437314	0.158326	0.062264	1.596802	0.328572	0.058968	1.472184	0.138084	0.056200	1.490449	0.146635	0.057680	1.459515	0.145269	0.064760	1.468302	0.166049	0.062120	1.471807	0.156869	0.060024	1.461564	0.170482	0.063528	1.511214	0.148227	0.073480	1.424754	0.153310	0.062472	1.429499	0.153016	0.057096	1.470961	0.111672	0.060440	1.473526	0.125017	0.058040	1.433338	0.145282	0.058304	1.561705	0.309712	0.060864	2.561977	1.017271	0.061640	1.532768	0.187983	0.055600	1.655606	0.299936	0.061592	1.466063	0.129738	0.054856	1.495591	0.200080	0.067536	1.467759	0.158477	0.061912	1.498004	0.203615	0.061472	1.472307	0.164655	0.073784	1.491789	0.161262	0.065256	1.463742	0.165740	0.057832	1.433885	0.146327	0.059528	1.463559	0.188154	0.058544	1.547698	0.317394	0.063928	1.474444	0.171940	0.056464	1.455737	0.180492	0.056904	1.449494	0.160357	0.062152	1.906606	0.695030	0.058976	1.459786	0.122090	0.061424	1.476424	0.096366	0.058352	1.456360	0.116267	0.053024	1.448712	0.128645	0.066256	1.439139	0.172891	0.055320	1.422841	0.160165	0.056608	1.442225	0.169118	0.065552	1.420986	0.144004	0.067960	1.420364	0.183146	0.059440	1.465226	0.142080	0.060000	1.433706	0.129680	1.447034	0.0590430.181653
2400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052312	1.432238	0.121039	0.061792	1.618749	0.226157	0.054936	1.419171	0.133882	0.059872	1.471252	0.137747	0.054432	1.406144	0.167633	0.063104	1.462474	0.142875	0.063288	1.418789	0.124702	0.057360	1.475566	0.115911	0.064440	1.496923	0.219132	0.054512	1.408012	0.139532	0.058456	1.430320	0.120059	0.056160	1.407846	0.122032	0.055328	1.475338	0.124253	0.062368	1.422581	0.126103	0.059048	1.456442	0.107605	0.055736	1.436294	0.140920	0.065248	1.500019	0.223220	0.056880	1.421246	0.147362	0.063368	1.455993	0.122866	0.054200	1.400885	0.093895	0.056632	1.442085	0.146887	0.065104	1.414478	0.185353	0.056648	1.481936	0.178722	0.057112	1.434762	0.160184	0.060648	1.459782	0.119675	0.056864	1.449518	0.158147	0.057560	1.462605	0.148700	0.052416	1.407030	0.211443	0.069416	1.415766	0.149155	0.055824	1.397235	0.108653	0.063504	1.412397	0.139915	0.055936	1.510566	0.283686	0.060192	1.932291	0.643601	0.049744	1.439103	0.129187	0.058016	1.501110	0.251473	0.051736	1.438614	0.128623	0.054616	1.453953	0.136595	0.052464	1.482374	0.134641	0.057840	1.474023	0.132401	0.056352	1.437471	0.143950	0.056040	1.449219	0.156378	0.056160	1.402658	0.131385	0.063016	1.444452	0.125229	0.051064	1.445021	0.128839	0.066920	1.500136	0.285172	0.051936	1.490757	0.107266	0.054232	1.444362	0.128946	0.056760	1.457571	0.119581	0.054704	1.524559	0.315015	0.062896	1.440583	0.126769	0.054168	1.452038	0.110452	0.053984	1.467133	0.121346	0.054280	1.434492	0.112390	0.055952	1.411987	0.133045	0.067952	1.398792	0.128849	0.067400	1.415082	0.135891	0.062600	1.420769	0.127700	0.062112	1.439339	0.128806	0.057224	1.446545	0.104144	0.058400	1.412445	0.130629	1.409054	0.0562780.151706
3400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055608	1.450569	0.155945	0.062200	1.402804	0.117636	0.057320	1.476302	0.117910	0.065000	1.425430	0.110483	0.055952	1.417510	0.131833	0.059440	1.442155	0.149091	0.058536	1.425356	0.130777	0.060576	1.456892	0.126355	0.051392	1.438968	0.153925	0.062592	1.429513	0.150318	0.062704	1.394551	0.080802	0.063416	1.432765	0.123357	0.057360	1.432782	0.162715	0.059600	1.415763	0.155322	0.062680	1.455100	0.131748	0.061520	1.450232	0.111428	0.053352	1.544283	0.251199	0.056376	1.420462	0.124845	0.061464	1.410350	0.160057	0.054376	1.427657	0.137991	0.061104	1.396977	0.121799	0.057864	1.441416	0.171163	0.062616	1.443048	0.120051	0.065120	1.411153	0.173061	0.061848	1.435133	0.178296	0.060776	1.443577	0.143694	0.050968	1.429724	0.098057	0.052904	1.460272	0.245699	0.058264	1.407272	0.141829	0.056408	1.470450	0.165433	0.059408	1.405124	0.128750	0.065896	1.616363	0.414023	0.048000	1.788463	0.485621	0.060504	1.427014	0.131950	0.064888	1.546030	0.366886	0.051424	1.432928	0.107724	0.066448	1.443914	0.168911	0.057792	1.456379	0.110539	0.067328	1.413080	0.137844	0.051720	1.448563	0.148229	0.064776	1.480999	0.123135	0.063336	1.451856	0.146522	0.060624	1.453483	0.123256	0.062552	1.440934	0.141129	0.056232	1.597861	0.225422	0.059280	1.426167	0.115869	0.055728	1.382707	0.123568	0.056872	1.397048	0.124469	0.053232	1.642344	0.506682	0.053352	1.432575	0.112297	0.062088	1.461006	0.117446	0.060568	1.433391	0.129059	0.053968	1.420276	0.138161	0.055368	1.398255	0.113070	0.066872	1.408777	0.132978	0.061824	1.477563	0.128611	0.064992	1.454673	0.127560	0.050184	1.393031	0.130276	0.064568	1.516533	0.310788	0.055464	1.458914	0.096902	1.406366	0.0571710.156621
4400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060256	1.444500	0.120695	0.060680	1.440350	0.133321	0.050272	1.407999	0.140315	0.060488	1.431530	0.139064	0.059936	1.443885	0.129227	0.061424	1.456209	0.136262	0.050160	1.433410	0.118074	0.062432	1.409219	0.146903	0.061888	1.380233	0.130513	0.054728	1.439181	0.118836	0.051048	1.445874	0.116997	0.056504	1.379385	0.140430	0.058504	1.421272	0.108215	0.066888	1.452154	0.131368	0.060024	1.420882	0.110458	0.060920	1.399851	0.122586	0.057544	1.427421	0.199191	0.051864	1.422858	0.130030	0.056304	1.467472	0.252457	0.061728	1.410278	0.149280	0.062720	1.451294	0.189410	0.059264	1.456826	0.195513	0.057088	1.467194	0.135928	0.053392	1.441645	0.133589	0.049728	1.474986	0.136197	0.056128	1.408567	0.139161	0.058128	1.432933	0.116031	0.064608	1.885725	0.474598	0.063744	1.455850	0.127489	0.061432	1.460974	0.096483	0.059584	1.408819	0.126269	0.058360	1.572323	0.437021	0.061000	1.764884	0.333409	0.051688	1.444896	0.124347	0.059336	1.470309	0.231428	0.061904	1.445035	0.129330	0.056616	1.429654	0.136799	0.055936	1.388720	0.115791	0.061792	1.416707	0.156637	0.059128	1.382309	0.146814	0.062272	1.447492	0.144139	0.051184	1.422142	0.126436	0.062208	1.430088	0.124000	0.058864	1.418052	0.159361	0.064160	1.527841	0.284127	0.055448	1.400128	0.112576	0.051152	1.479206	0.144611	0.065616	1.441633	0.118385	0.063496	1.736131	0.595944	0.053440	1.412223	0.120099	0.059504	1.461006	0.132020	0.049280	1.417956	0.109306	0.062160	1.403838	0.135085	0.062480	1.405419	0.143277	0.057048	1.441161	0.197960	0.062528	1.448051	0.113091	0.059632	1.396735	0.123026	0.060528	1.448012	0.174302	0.057576	1.495028	0.238969	0.057984	1.454592	0.121618	1.407748	0.0566410.159271
5400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.049064	1.454963	0.167317	0.059128	1.437950	0.116116	0.058592	1.455988	0.117562	0.057704	1.445623	0.151277	0.062568	1.448954	0.143592	0.059448	1.463035	0.148835	0.062896	1.427146	0.128082	0.057040	1.436980	0.111964	0.057368	1.612700	0.197898	0.057640	1.445481	0.132223	0.055104	1.405715	0.125296	0.054432	1.459021	0.091869	0.056288	1.385943	0.128719	0.055472	1.434268	0.130916	0.057664	1.393058	0.134553	0.055872	1.452100	0.129071	0.054512	1.541018	0.286363	0.053488	1.439264	0.135785	0.055064	1.398716	0.124814	0.057384	1.432679	0.162412	0.061960	1.436526	0.123623	0.058968	1.458366	0.162981	0.056360	1.477690	0.145185	0.059016	1.451325	0.153695	0.059504	1.460477	0.129253	0.061232	1.452978	0.116192	0.055304	1.414514	0.128206	0.056752	1.411143	0.168417	0.053720	1.440232	0.160899	0.064056	1.439202	0.139593	0.049296	1.431741	0.119733	0.059920	1.482957	0.236458	0.049384	1.959425	0.447062	0.059712	1.425703	0.113552	0.053264	1.426428	0.100455	0.062904	1.413055	0.146396	0.065440	1.419868	0.134584	0.057056	1.432877	0.131837	0.055000	1.442718	0.138291	0.054072	1.421329	0.140741	0.057432	1.470171	0.128737	0.055408	1.415929	0.129584	0.059544	1.480837	0.176110	0.047144	1.441386	0.153380	0.050896	1.443704	0.120258	0.061288	1.464224	0.126477	0.051672	1.452449	0.107073	0.057688	1.410949	0.116757	0.054024	1.685512	0.607526	0.051288	1.428173	0.136741	0.056696	1.455382	0.109719	0.068568	1.415661	0.103992	0.054008	1.402545	0.142251	0.068936	1.400096	0.124046	0.050144	1.449039	0.123274	0.053168	1.428320	0.132751	0.052224	1.448760	0.124493	0.060288	1.415359	0.136424	0.056352	1.467304	0.237165	0.054816	1.447370	0.143760	1.407941	0.0550200.148102
6400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056272	1.413222	0.127626	0.062552	1.431449	0.152442	0.065384	1.396850	0.150198	0.062312	1.413822	0.145678	0.054616	1.411075	0.128831	0.054736	1.514494	0.133043	0.060680	1.441507	0.137309	0.050856	1.440359	0.106225	0.055488	1.644193	0.259496	0.057248	1.440121	0.131445	0.056792	1.400170	0.138908	0.055440	1.447280	0.093479	0.058912	1.409106	0.123620	0.064696	1.406133	0.138377	0.059584	1.394907	0.095984	0.064032	1.412773	0.132125	0.059200	1.428016	0.112167	0.058288	1.456417	0.138839	0.056304	1.421829	0.114949	0.055176	1.455579	0.137533	0.053552	1.443348	0.117042	0.055984	1.435360	0.132763	0.058416	1.412068	0.159392	0.071360	1.463111	0.129570	0.049808	1.465695	0.123703	0.056648	1.453930	0.131314	0.057664	1.451801	0.129511	0.055296	1.421165	0.129878	0.058848	1.456929	0.114292	0.058368	1.388146	0.129977	0.058856	1.446065	0.124516	0.066568	1.454725	0.227234	0.066576	1.727670	0.404309	0.062064	1.396396	0.118036	0.053496	1.473943	0.215995	0.050432	1.436159	0.119431	0.054456	1.459886	0.121798	0.064464	1.500891	0.142103	0.054848	1.419172	0.113120	0.053280	1.437006	0.106638	0.053064	1.453605	0.139450	0.064296	1.430844	0.128721	0.061208	1.458936	0.128176	0.057128	1.461592	0.151992	0.054816	1.515052	0.334847	0.059296	1.444865	0.105018	0.058080	1.397391	0.108557	0.059352	1.436113	0.121439	0.065816	1.583837	0.460223	0.062792	1.429357	0.123159	0.058496	1.430799	0.115957	0.055688	1.381079	0.117844	0.057112	1.448178	0.136338	0.051912	1.464846	0.110665	0.050528	1.415236	0.123951	0.049688	1.388768	0.125992	0.053152	1.397176	0.116783	0.060400	1.462425	0.140795	0.055888	1.481538	0.216346	0.053632	1.433017	0.108950	1.400604	0.0559980.142002
7400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058008	1.397976	0.129533	0.058232	1.472087	0.115726	0.049704	1.404191	0.131162	0.065752	1.454369	0.135993	0.068640	1.428959	0.128070	0.057544	1.480494	0.105246	0.061976	1.416362	0.107769	0.055392	1.462124	0.112616	0.059936	1.476481	0.199405	0.060568	1.424780	0.147751	0.056816	1.446233	0.109963	0.057288	1.398769	0.114231	0.065512	1.416859	0.139523	0.059688	1.425530	0.141871	0.057120	1.403998	0.135864	0.057288	1.437317	0.133094	0.049040	1.447198	0.205695	0.065368	1.399679	0.134869	0.058688	1.677891	0.327160	0.048984	1.421311	0.143714	0.063320	1.444063	0.151430	0.049736	1.479871	0.128277	0.056048	1.482036	0.159620	0.058376	1.460672	0.117429	0.049232	1.506932	0.104154	0.054552	1.407453	0.134447	0.055352	1.425344	0.139370	0.059672	1.421700	0.096121	0.056368	1.467811	0.137511	0.061096	1.449777	0.121551	0.063112	1.426867	0.132603	0.060544	1.466697	0.205333	0.057784	1.973006	0.604424	0.052976	1.498835	0.144569	0.058944	1.571770	0.308064	0.057728	1.446480	0.130327	0.065160	1.455057	0.130300	0.061440	1.413390	0.155281	0.054568	1.423774	0.128823	0.063312	1.431126	0.146709	0.055248	1.417888	0.157959	0.056224	1.459690	0.127459	0.061944	1.396612	0.115628	0.055160	1.454822	0.163491	0.058784	1.606872	0.430772	0.060456	1.462616	0.145773	0.055632	1.446301	0.143615	0.068800	1.405792	0.149513	0.053688	1.518164	0.281012	0.050424	1.420776	0.113924	0.062344	1.397001	0.102040	0.062784	1.403038	0.090933	0.059184	1.393587	0.142898	0.058880	1.411719	0.118590	0.059896	1.436398	0.131404	0.048520	1.423730	0.100374	0.059440	1.436256	0.133166	0.059512	1.420704	0.130238	0.056176	1.489759	0.230354	0.063832	1.405471	0.143901	1.408911	0.0564160.152075
8400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.061616	1.413220	0.121622	0.057808	1.439569	0.146257	0.065944	1.403363	0.149419	0.049136	1.421709	0.133692	0.059712	1.431655	0.148726	0.067584	1.467873	0.122774	0.054216	1.472833	0.118575	0.057664	1.443717	0.122541	0.064352	1.612788	0.204843	0.062904	1.441489	0.155433	0.054672	1.454046	0.125926	0.048176	1.454285	0.111200	0.063528	1.421163	0.167411	0.057488	1.420146	0.138609	0.060464	1.424808	0.130882	0.059368	1.446026	0.145291	0.049280	1.428800	0.124972	0.061320	1.424191	0.127391	0.058608	1.507847	0.217397	0.054184	1.421118	0.174159	0.060000	1.458191	0.146500	0.053824	1.464035	0.144648	0.054952	1.437686	0.102422	0.058280	1.423217	0.148222	0.061672	1.423436	0.118333	0.061864	1.395270	0.114888	0.054272	1.420854	0.121726	0.058040	1.542953	0.229735	0.053512	1.461860	0.111297	0.056488	1.435603	0.169059	0.058280	1.427909	0.137943	0.060168	1.490620	0.251580	0.055904	1.772992	0.601419	0.054592	1.440612	0.145730	0.055400	1.455925	0.135601	0.055888	1.448080	0.121929	0.056424	1.424253	0.127451	0.058616	1.445028	0.132665	0.052232	1.417435	0.118184	0.064880	1.440190	0.119488	0.054408	1.429266	0.119053	0.050264	1.389746	0.101672	0.055256	1.424561	0.128527	0.065232	1.481724	0.151070	0.048864	1.510911	0.217849	0.054664	1.418238	0.139664	0.060528	1.431538	0.103248	0.054192	1.391247	0.086263	0.063528	1.696434	0.562319	0.062880	1.428572	0.109056	0.051728	1.406189	0.156532	0.060584	1.426067	0.109271	0.059736	1.457781	0.219745	0.057992	1.431477	0.147223	0.055272	1.443726	0.140416	0.052784	1.409115	0.129183	0.054664	1.451488	0.124488	0.054584	1.448631	0.122617	0.058248	1.650241	0.506402	0.067104	1.443531	0.117288	1.408827	0.0557390.156094
9400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057672	1.474411	0.145034	0.052864	1.436462	0.153104	0.064856	1.415663	0.110795	0.064440	1.433806	0.132993	0.061776	1.404407	0.133434	0.052544	1.398613	0.119197	0.057312	1.442873	0.143506	0.062192	1.448782	0.117069	0.063048	1.659130	0.331608	0.051824	1.449965	0.121141	0.059768	1.437458	0.134222	0.056816	1.421426	0.199894	0.057912	1.402410	0.125061	0.054104	1.439339	0.175170	0.062856	1.472502	0.128459	0.053416	1.425870	0.145115	0.062440	1.457774	0.131800	0.053064	1.426893	0.154437	0.057904	1.992425	0.415702	0.061144	1.411162	0.111313	0.054992	1.484520	0.160111	0.058672	1.469231	0.166511	0.064544	1.435207	0.146562	0.051088	1.434560	0.110841	0.062160	1.441276	0.108387	0.052256	1.460948	0.149095	0.054424	1.447510	0.115664	0.066984	1.471383	0.132190	0.061080	1.415516	0.135551	0.061832	1.444595	0.112899	0.055304	1.446510	0.128474	0.058672	1.441720	0.235187	0.052976	1.786345	0.400132	0.060600	1.412457	0.150457	0.058784	1.585138	0.308216	0.062360	1.412170	0.136689	0.060072	1.447528	0.116110	0.064616	1.417698	0.102529	0.055608	1.434046	0.140611	0.045152	1.423214	0.156355	0.060944	1.443255	0.113047	0.055536	1.477713	0.115580	0.058304	1.456352	0.169596	0.055328	1.453234	0.128491	0.055528	1.476466	0.258710	0.056216	1.450254	0.119741	0.061600	1.468551	0.120136	0.065744	1.414436	0.132972	0.064800	1.834311	0.820903	0.067032	1.432541	0.126741	0.052688	1.394167	0.115737	0.057008	1.406807	0.129553	0.051208	1.468841	0.260534	0.055744	1.423914	0.153740	0.060584	1.425896	0.128264	0.060552	1.453364	0.154357	0.056704	1.429435	0.117604	0.064520	1.427940	0.110345	0.052792	1.603680	0.425119	0.054728	1.416756	0.123509	1.421304	0.0564140.165586
10400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057904	1.456057	0.128157	0.061472	1.436678	0.167021	0.058280	1.437569	0.135765	0.057424	1.401143	0.119079	0.057720	1.409629	0.138142	0.059240	1.424144	0.108551	0.050880	1.466787	0.120157	0.056688	1.446805	0.119827	0.056440	1.418832	0.123785	0.055920	1.420249	0.111356	0.064312	1.400540	0.105344	0.057072	1.406804	0.131435	0.047976	1.417080	0.132220	0.060424	1.432359	0.142627	0.059560	1.379399	0.108340	0.057848	1.418743	0.133741	0.055616	1.582627	0.323250	0.054568	1.441939	0.123885	0.058800	1.424786	0.125664	0.062976	1.451552	0.109194	0.057824	1.392333	0.132330	0.049560	1.448041	0.107618	0.058360	1.435634	0.154688	0.059248	1.461187	0.107912	0.060232	1.453359	0.145325	0.063384	1.470893	0.142052	0.061168	1.423683	0.136074	0.063688	1.401878	0.089523	0.061400	1.425429	0.132114	0.051384	1.371334	0.131162	0.059560	1.422842	0.116994	0.055544	1.446440	0.122940	0.060832	2.094015	0.738512	0.056624	1.407283	0.136264	0.051192	1.430872	0.110326	0.055256	1.443978	0.118808	0.057272	1.430497	0.124289	0.060128	1.451674	0.114923	0.060872	1.443878	0.165800	0.064264	1.446701	0.119846	0.056688	1.443700	0.142811	0.062552	1.451746	0.136601	0.065096	1.449362	0.133473	0.055464	1.427335	0.130523	0.068208	1.479735	0.231720	0.055792	1.413144	0.106416	0.066264	1.432188	0.138796	0.057112	1.400426	0.135559	0.056176	1.796317	0.693484	0.055240	1.429463	0.090302	0.059024	1.402429	0.136626	0.063552	1.451451	0.124828	0.054368	1.417012	0.134260	0.060032	1.457352	0.134788	0.065152	1.453970	0.236202	0.057872	1.404968	0.129147	0.050912	1.424791	0.137472	0.064624	1.399999	0.121730	0.049640	1.439934	0.117723	0.063488	1.449094	0.103031	1.403227	0.0565510.147912
